symbol,asOfDate,periodType,currencyCode,BasicEPS,DilutedEPS
TFC,2010-12-31,12M,USD,1.18,1.16
TFC,2011-12-31,12M,USD,1.85,1.83
TFC,2012-12-31,12M,USD,2.74,2.7
TFC,2013-12-31,12M,USD,2.22,2.19
TFC,2014-12-31,12M,USD,2.79,2.75
TFC,2015-12-31,12M,USD,2.59,2.56
TFC,2016-12-31,12M,USD,2.81,2.77
TFC,2017-12-31,12M,USD,2.78,2.74
TFC,2018-12-31,12M,USD,3.96,3.91
TFC,2019-12-31,12M,USD,3.76,3.71
TFC,2020-12-31,12M,USD,3.11,3.08
TFC,2021-12-31,12M,USD,4.51,4.47
TGT,1986-01-31,12M,USD,0.25,0.25
TGT,1987-01-31,12M,USD,0.23,0.23
TGT,1988-01-31,12M,USD,0.2,0.2
TGT,1989-01-31,12M,USD,0.29,0.29
TGT,1990-01-31,12M,USD,0.45,0.45
TGT,1991-01-31,12M,USD,0.45,0.43
TGT,1992-01-31,12M,USD,0.33,0.31
TGT,1993-01-31,12M,USD,0.42,0.4
TGT,1994-01-31,12M,USD,0.42,0.4
TGT,1995-01-31,12M,USD,0.48,0.46
TGT,1996-01-31,12M,USD,0.34,0.33
TGT,1997-01-31,12M,USD,0.51,0.48
TGT,1998-01-31,12M,USD,0.84,0.795
TGT,1999-01-31,12M,USD,1.04,0.99
TGT,2000-01-31,12M,USD,1.27,1.22
TGT,2001-01-31,12M,USD,1.4,1.38
TGT,2002-01-31,12M,USD,1.51,1.5
TGT,2003-01-31,12M,USD,1.82,1.81
TGT,2004-01-31,12M,USD,2.02,2.01
TGT,2005-01-31,12M,USD,3.54,3.51
TGT,2006-01-31,12M,USD,2.73,2.71
TGT,2007-01-31,12M,USD,3.23,3.21
TGT,2008-01-31,12M,USD,3.37,3.33
TGT,2009-01-31,12M,USD,2.87,2.86
TGT,2010-01-31,12M,USD,3.31,3.3
TGT,2011-01-31,12M,USD,4.03,4.0
TGT,2012-01-31,12M,USD,4.31,4.28
TGT,2013-01-31,12M,USD,4.57,4.52
TGT,2014-01-31,12M,USD,3.1,3.07
TGT,2015-01-31,12M,USD,-2.58,-2.58
TGT,2016-01-31,12M,USD,5.35,5.31
TGT,2017-01-31,12M,USD,4.74,4.7
TGT,2018-01-31,12M,USD,5.32,5.29
TGT,2019-01-31,12M,USD,5.55,5.51
TGT,2020-01-31,12M,USD,6.42,6.36
TGT,2021-01-31,12M,USD,8.72,8.64
TGT,2022-01-31,12M,USD,14.23,14.1
TGT,2023-01-31,12M,USD,6.02,5.98
TPG,2018-12-31,12M,USD,3.422427,3.422427
TPG,2019-12-31,12M,USD,6.216612,6.216612
TPG,2020-12-31,12M,USD,12.0,12.0
TPG,2021-12-31,12M,USD,26.208033,26.208033
TPR,1998-06-30,12M,USD,0.0725,0.0725
TPR,1999-06-30,12M,USD,0.06,0.06
TPR,2000-06-30,12M,USD,0.105,0.105
TPR,2001-06-30,12M,USD,0.195,0.19
TPR,2002-06-30,12M,USD,0.2425,0.235
TPR,2003-06-30,12M,USD,0.4075,0.395
TPR,2004-06-30,12M,USD,0.705,0.68
TPR,2005-06-30,12M,USD,1.03,1.0
TPR,2006-06-30,12M,USD,1.3,1.27
TPR,2007-06-30,12M,USD,1.8,1.76
TPR,2008-06-30,12M,USD,2.2,2.17
TPR,2009-06-30,12M,USD,1.93,1.91
TPR,2010-06-30,12M,USD,2.36,2.33
TPR,2011-06-30,12M,USD,2.99,2.92
TPR,2012-06-30,12M,USD,3.6,3.53
TPR,2013-06-30,12M,USD,3.66,3.61
TPR,2014-06-30,12M,USD,2.81,2.79
TPR,2015-06-30,12M,USD,1.46,1.45
TPR,2016-06-30,12M,USD,1.66,1.65
TPR,2017-06-30,12M,USD,2.11,2.09
TPR,2018-06-30,12M,USD,1.39,1.38
TPR,2019-06-30,12M,USD,2.22,2.21
TPR,2020-06-30,12M,USD,-2.34,-2.34
TPR,2021-06-30,12M,USD,3.0,2.95
TPR,2022-06-30,12M,USD,3.24,3.17
TRV,1985-12-31,12M,USD,0.27,0.27
TRV,1986-12-31,12M,USD,0.84,0.84
TRV,1987-12-31,12M,USD,1.69,1.69
TRV,1988-12-31,12M,USD,1.83,1.83
TRV,1989-12-31,12M,USD,2.04,2.04
TRV,1990-12-31,12M,USD,2.15,2.08
TRV,1991-12-31,12M,USD,2.34,2.26
TRV,1992-12-31,12M,USD,-0.97,-0.97
TRV,1993-12-31,12M,USD,2.46,2.39
TRV,1994-12-31,12M,USD,2.56,2.465
TRV,1995-12-31,12M,USD,2.995,2.84
TRV,1996-12-31,12M,USD,2.61,2.465
TRV,1997-12-31,12M,USD,4.14,3.83
TRV,1998-12-31,12M,USD,0.33,0.32
TRV,1999-12-31,12M,USD,3.61,3.41
TRV,2000-12-31,12M,USD,4.5,4.24
TRV,2001-12-31,12M,USD,-5.22,-5.22
TRV,2002-12-31,12M,USD,0.94,0.92
TRV,2003-12-31,12M,USD,2.84,2.72
TRV,2004-12-31,12M,USD,1.56,1.53
TRV,2005-12-31,12M,USD,2.39,2.33
TRV,2006-12-31,12M,USD,6.12,5.91
TRV,2007-12-31,12M,USD,7.04,6.86
TRV,2008-12-31,12M,USD,4.9,4.82
TRV,2009-12-31,12M,USD,6.961368,6.961368
TRV,2010-12-31,12M,USD,6.69,6.62
TRV,2011-12-31,12M,USD,3.4,3.36
TRV,2012-12-31,12M,USD,6.35,6.3
TRV,2013-12-31,12M,USD,9.84,9.74
TRV,2014-12-31,12M,USD,10.82,10.7
TRV,2015-12-31,12M,USD,10.99,10.88
TRV,2016-12-31,12M,USD,10.39,10.28
TRV,2017-12-31,12M,USD,7.39,7.33
TRV,2018-12-31,12M,USD,9.02,8.94
TRV,2019-12-31,12M,USD,10.01,9.92
TRV,2020-12-31,12M,USD,10.56,10.52
TRV,2021-12-31,12M,USD,14.63,14.49
TRV,2022-12-31,12M,USD,11.91,11.77
UGI,1985-12-31,12M,USD,-0.391307,-0.391307
UGI,1986-12-31,12M,USD,0.22011,0.22011
UGI,1987-12-31,12M,USD,0.317937,0.317937
UGI,1988-12-31,12M,USD,0.34017,0.34017
UGI,1989-12-31,12M,USD,0.369073,0.369073
UGI,1990-12-31,12M,USD,0.18009,0.18009
UGI,1991-12-31,12M,USD,0.224557,0.224557
UGI,1992-12-31,12M,USD,0.284587,0.284587
UGI,1993-09-30,12M,USD,0.208993,0.208993
UGI,1994-09-30,12M,USD,0.309043,0.309043
UGI,1995-09-30,12M,USD,-0.057807,-0.057807
UGI,1996-09-30,12M,USD,0.264444,0.264444
UGI,1997-09-30,12M,USD,0.348889,0.348889
UGI,1998-09-30,12M,USD,0.271111,0.271111
UGI,1999-09-30,12M,USD,0.386667,0.386667
UGI,2000-09-30,12M,USD,0.364444,0.364444
UGI,2001-09-30,12M,USD,0.462222,0.457778
UGI,2002-09-30,12M,USD,0.608889,0.6
UGI,2003-09-30,12M,USD,0.78,0.763333
UGI,2004-09-30,12M,USD,0.786667,0.77
UGI,2005-09-30,12M,USD,1.206667,1.18
UGI,2006-09-30,12M,USD,1.113333,1.1
UGI,2007-09-30,12M,USD,1.28,1.26
UGI,2008-09-30,12M,USD,1.34,1.326667
UGI,2009-09-30,12M,USD,1.586667,1.573333
UGI,2010-09-30,12M,USD,1.586667,1.573333
UGI,2011-09-30,12M,USD,1.393333,1.373333
UGI,2012-09-30,12M,USD,1.18,1.173333
UGI,2013-09-30,12M,USD,1.626667,1.606667
UGI,2014-09-30,12M,USD,1.95,1.92
UGI,2015-09-30,12M,USD,1.62,1.6
UGI,2016-09-30,12M,USD,2.11,2.08
UGI,2017-09-30,12M,USD,2.51,2.46
UGI,2018-09-30,12M,USD,4.13,4.06
UGI,2019-09-30,12M,USD,1.44,1.41
UGI,2020-09-30,12M,USD,2.55,2.54
UGI,2021-09-30,12M,USD,7.02,6.92
UGI,2022-09-30,12M,USD,5.11,4.97
USB,1985-12-31,12M,USD,0.18,0.18
USB,1986-12-31,12M,USD,0.18,0.18
USB,1987-12-31,12M,USD,0.19,0.19
USB,1988-12-31,12M,USD,0.43,0.43
USB,1989-12-31,12M,USD,0.22,0.22
USB,1990-12-31,12M,USD,0.25,0.25
USB,1991-12-31,12M,USD,0.25,0.25
USB,1992-12-31,12M,USD,0.29,0.28
USB,1993-12-31,12M,USD,0.265556,0.265556
USB,1994-12-31,12M,USD,0.396667,0.396667
USB,1995-12-31,12M,USD,0.465556,0.465556
USB,1996-12-31,12M,USD,0.593333,0.593333
USB,1997-12-31,12M,USD,1.13,1.113333
USB,1998-12-31,12M,USD,1.81,1.78
USB,1999-12-31,12M,USD,2.07,2.06
USB,2000-12-31,12M,USD,2.14,2.13
USB,2001-12-31,12M,USD,0.89,0.88
USB,2002-12-31,12M,USD,1.72,1.71
USB,2003-12-31,12M,USD,1.94,1.93
USB,2004-12-31,12M,USD,2.21,2.18
USB,2005-12-31,12M,USD,2.45,2.42
USB,2006-12-31,12M,USD,2.64,2.61
USB,2007-12-31,12M,USD,2.46,2.43
USB,2008-12-31,12M,USD,1.62,1.61
USB,2009-12-31,12M,USD,0.97,0.97
USB,2010-12-31,12M,USD,1.74,1.73
USB,2011-12-31,12M,USD,2.47,2.46
USB,2012-12-31,12M,USD,2.85,2.84
USB,2013-12-31,12M,USD,3.02,3.0
USB,2014-12-31,12M,USD,3.1,3.08
USB,2015-12-31,12M,USD,3.18,3.16
USB,2016-12-31,12M,USD,3.25,3.24
USB,2017-12-31,12M,USD,3.53,3.51
USB,2018-12-31,12M,USD,4.15,4.14
USB,2019-12-31,12M,USD,4.16,4.16
USB,2020-12-31,12M,USD,3.06,3.06
USB,2021-12-31,12M,USD,5.11,5.1
VFC,1985-12-31,12M,USD,0.070625,0.070625
VFC,1986-12-31,12M,USD,0.12875,0.12875
VFC,1987-12-31,12M,USD,0.16625,0.16625
VFC,1988-12-31,12M,USD,0.15875,0.15875
VFC,1989-12-31,12M,USD,0.17,0.16875
VFC,1990-12-31,12M,USD,0.08375,0.0825
VFC,1991-12-31,12M,USD,0.17125,0.1675
VFC,1992-12-31,12M,USD,0.2475,0.24
VFC,1993-12-31,12M,USD,0.2375,0.23125
VFC,1994-12-31,12M,USD,0.525,0.5125
VFC,1995-12-31,12M,USD,0.30125,0.29625
VFC,1996-12-31,12M,USD,0.58,0.5675
VFC,1997-12-31,12M,USD,0.69,0.675
VFC,1998-12-31,12M,USD,0.7925,0.775
VFC,1999-12-31,12M,USD,0.76,0.7475
VFC,2000-12-31,12M,USD,0.5625,0.5525
VFC,2001-12-31,12M,USD,0.2975,0.2975
VFC,2002-12-31,12M,USD,-0.3725,-0.3725
VFC,2003-12-31,12M,USD,0.9175,0.9025
VFC,2004-12-31,12M,USD,1.075,1.0525
VFC,2005-12-31,12M,USD,1.135,1.11
VFC,2006-12-31,12M,USD,1.205,1.18
VFC,2007-12-31,12M,USD,1.34,1.305
VFC,2008-12-31,12M,USD,1.38,1.355
VFC,2009-12-31,12M,USD,1.045,1.0325
VFC,2010-12-31,12M,USD,1.3125,1.295
VFC,2011-12-31,12M,USD,2.0325,1.995
VFC,2012-12-31,12M,USD,2.4725,2.425
VFC,2013-12-31,12M,USD,2.76,2.71
VFC,2014-12-31,12M,USD,2.42,2.38
VFC,2015-12-31,12M,USD,2.9,2.85
VFC,2016-12-31,12M,USD,2.82,2.78
VFC,2017-12-31,12M,USD,1.54,1.52
VFC,2018-03-31,12M,USD,0.64,0.63
VFC,2019-03-31,12M,USD,3.19,3.15
VFC,2020-03-31,12M,USD,1.72,1.7
VFC,2021-03-31,12M,USD,1.05,1.04
VFC,2022-03-31,12M,USD,3.55,3.53
VTRS,1986-03-31,12M,USD,0.084529,0.084529
VTRS,1987-03-31,12M,USD,0.097876,0.097876
VTRS,1988-03-31,12M,USD,0.102324,0.102324
VTRS,1989-03-31,12M,USD,0.075631,0.075631
VTRS,1990-03-31,12M,USD,0.106773,0.106773
VTRS,1991-03-31,12M,USD,0.129018,0.129018
VTRS,1992-03-31,12M,USD,0.155711,0.155711
VTRS,1993-03-31,12M,USD,0.271382,0.266933
VTRS,1994-03-31,12M,USD,0.275831,0.271382
VTRS,1995-03-31,12M,USD,0.45037,0.45037
VTRS,1996-03-31,12M,USD,0.382222,0.382222
VTRS,1997-03-31,12M,USD,0.231111,0.231111
VTRS,1998-03-31,12M,USD,0.368889,0.364444
VTRS,1999-03-31,12M,USD,0.408889,0.404444
VTRS,2000-03-31,12M,USD,0.528889,0.524444
VTRS,2001-03-31,12M,USD,0.133333,0.128889
VTRS,2002-03-31,12M,USD,0.92,0.906667
VTRS,2003-03-31,12M,USD,0.98,0.966667
VTRS,2004-03-31,12M,USD,1.24,1.21
VTRS,2005-03-31,12M,USD,0.76,0.74
VTRS,2006-03-31,12M,USD,0.8,0.79
VTRS,2007-03-31,12M,USD,1.01,0.99
VTRS,2008-12-31,12M,USD,-1.05,-1.05
VTRS,2009-12-31,12M,USD,0.31,0.3
VTRS,2010-12-31,12M,USD,0.69,0.68
VTRS,2011-12-31,12M,USD,1.25,1.22
VTRS,2012-12-31,12M,USD,1.54,1.52
VTRS,2013-12-31,12M,USD,1.63,1.58
VTRS,2014-12-31,12M,USD,2.49,2.34
VTRS,2015-12-31,12M,USD,1.8,1.7
VTRS,2016-12-31,12M,USD,0.94,0.92
VTRS,2017-12-31,12M,USD,1.3,1.3
VTRS,2018-12-31,12M,USD,0.69,0.68
VTRS,2019-12-31,12M,USD,0.03,0.03
VTRS,2020-12-31,12M,USD,-1.11,-1.11
VTRS,2021-12-31,12M,USD,-1.05,-1.05
VTRS,2022-12-31,12M,USD,1.71,1.71
WBA,1985-08-31,12M,USD,0.00625,0.00625
WBA,1986-08-31,12M,USD,0.006875,0.006875
WBA,1987-08-31,12M,USD,0.006875,0.006875
WBA,1988-08-31,12M,USD,0.00875,0.00875
WBA,1989-08-31,12M,USD,0.01,0.01
WBA,1990-08-31,12M,USD,0.01125,0.01125
WBA,1991-08-31,12M,USD,0.025,0.025
WBA,1992-08-31,12M,USD,0.02875,0.02875
WBA,1993-08-31,12M,USD,0.0275,0.0275
WBA,1994-08-31,12M,USD,0.285,0.285
WBA,1995-08-31,12M,USD,0.325,0.325
WBA,1996-08-31,12M,USD,0.375,0.375
WBA,1997-08-31,12M,USD,0.44,0.44
WBA,1998-08-31,12M,USD,0.515,0.51
WBA,1999-08-31,12M,USD,0.62,0.62
WBA,2000-08-31,12M,USD,0.77,0.76
WBA,2001-08-31,12M,USD,0.87,0.86
WBA,2002-08-31,12M,USD,1.0,0.99
WBA,2003-08-31,12M,USD,1.15,1.14
WBA,2004-08-31,12M,USD,1.33,1.32
WBA,2005-08-31,12M,USD,1.53,1.52
WBA,2006-08-31,12M,USD,1.73,1.72
WBA,2007-08-31,12M,USD,2.04,2.03
WBA,2008-08-31,12M,USD,2.18,2.17
WBA,2009-08-31,12M,USD,2.03,2.02
WBA,2010-08-31,12M,USD,2.13,2.12
WBA,2011-08-31,12M,USD,2.97,2.94
WBA,2012-08-31,12M,USD,2.43,2.42
WBA,2013-08-31,12M,USD,2.59,2.56
WBA,2014-08-31,12M,USD,2.03,2.0
WBA,2015-08-31,12M,USD,4.05,4.0
WBA,2016-08-31,12M,USD,3.85,3.82
WBA,2017-08-31,12M,USD,3.8,3.78
WBA,2018-08-31,12M,USD,5.07,5.05
WBA,2019-08-31,12M,USD,4.32,4.31
WBA,2020-08-31,12M,USD,0.52,0.52
WBA,2021-08-31,12M,USD,2.94,2.93
WBA,2022-08-31,12M,USD,5.02,5.01
WBS,1987-12-31,12M,USD,0.25,0.25
WBS,1988-12-31,12M,USD,0.254545,0.254545
WBS,1989-12-31,12M,USD,0.168182,0.168182
WBS,1990-12-31,12M,USD,-0.163636,-0.163636
WBS,1991-12-31,12M,USD,0.222727,0.222727
WBS,1992-12-31,12M,USD,0.322727,0.318182
WBS,1993-12-31,12M,USD,0.98,0.795
WBS,1994-12-31,12M,USD,0.74,0.65
WBS,1995-12-31,12M,USD,1.22,1.15
WBS,1996-12-31,12M,USD,1.485,1.395
WBS,1997-12-31,12M,USD,1.255,1.22
WBS,1998-12-31,12M,USD,1.86,1.83
WBS,1999-12-31,12M,USD,2.14,2.1
WBS,2000-12-31,12M,USD,2.58,2.55
WBS,2001-12-31,12M,USD,2.71,2.68
WBS,2002-12-31,12M,USD,3.21,3.16
WBS,2003-12-31,12M,USD,3.58,3.52
WBS,2004-12-31,12M,USD,3.05,3.0
WBS,2005-12-31,12M,USD,3.47,3.43
WBS,2006-12-31,12M,USD,2.5,2.47
WBS,2007-12-31,12M,USD,1.78,1.76
WBS,2008-12-31,12M,USD,-6.42,-6.42
WBS,2009-12-31,12M,USD,-1.4,-2.14
WBS,2010-12-31,12M,USD,0.63,0.6
WBS,2011-12-31,12M,USD,1.69,1.61
WBS,2012-12-31,12M,USD,1.96,1.86
WBS,2013-12-31,12M,USD,1.9,1.86
WBS,2014-12-31,12M,USD,2.1,2.08
WBS,2015-12-31,12M,USD,2.17,2.15
WBS,2016-12-31,12M,USD,2.17,2.16
WBS,2017-12-31,12M,USD,2.68,2.67
WBS,2018-12-31,12M,USD,3.83,3.81
WBS,2019-12-31,12M,USD,4.07,4.06
WBS,2020-12-31,12M,USD,2.35,2.35
WBS,2021-12-31,12M,USD,4.43,4.42
WFC,1985-12-31,12M,USD,0.135,0.13
WFC,1986-12-31,12M,USD,0.155,0.15
WFC,1987-12-31,12M,USD,-0.055,-0.055
WFC,1988-12-31,12M,USD,0.285,0.28
WFC,1989-12-31,12M,USD,0.315,0.315
WFC,1990-12-31,12M,USD,0.345,0.34
WFC,1991-12-31,12M,USD,0.37,0.365
WFC,1992-12-31,12M,USD,0.3,0.3
WFC,1993-12-31,12M,USD,0.475,0.465
WFC,1994-12-31,12M,USD,0.6125,0.6025
WFC,1995-12-31,12M,USD,0.69,0.6825
WFC,1996-12-31,12M,USD,0.7675,0.7675
WFC,1997-12-31,12M,USD,0.89,0.875
WFC,1998-12-31,12M,USD,0.59,0.585
WFC,1999-12-31,12M,USD,1.13,1.115
WFC,2000-12-31,12M,USD,1.18,1.165
WFC,2001-12-31,12M,USD,0.995,0.985
WFC,2002-12-31,12M,USD,1.595,1.58
WFC,2003-12-31,12M,USD,1.845,1.825
WFC,2004-12-31,12M,USD,2.075,2.045
WFC,2005-12-31,12M,USD,2.275,2.25
WFC,2006-12-31,12M,USD,2.52,2.49
WFC,2007-12-31,12M,USD,2.41,2.38
WFC,2008-12-31,12M,USD,0.76,0.75
WFC,2009-12-31,12M,USD,1.76,1.75
WFC,2010-12-31,12M,USD,2.23,2.21
WFC,2011-12-31,12M,USD,2.85,2.82
WFC,2012-12-31,12M,USD,3.4,3.36
WFC,2013-12-31,12M,USD,3.95,3.89
WFC,2014-12-31,12M,USD,4.17,4.1
WFC,2015-12-31,12M,USD,4.21,4.15
WFC,2016-12-31,12M,USD,4.03,3.99
WFC,2017-12-31,12M,USD,4.14,4.1
WFC,2018-12-31,12M,USD,4.31,4.28
WFC,2019-12-31,12M,USD,4.08,4.05
WFC,2020-12-31,12M,USD,0.42,0.41
WFC,2021-12-31,12M,USD,4.99,4.99
WH,2015-12-31,12M,USD,1.491491,1.491491
WH,2016-12-31,12M,USD,1.761762,1.761762
WH,2017-12-31,12M,USD,2.63,2.63
WH,2018-12-31,12M,USD,1.62,1.62
WH,2019-12-31,12M,USD,1.63,1.62
WH,2020-12-31,12M,USD,-1.42,-1.42
WH,2021-12-31,12M,USD,2.61,2.6
WH,2022-12-31,12M,USD,3.93,3.91
WHR,1985-12-31,12M,USD,2.49,2.49
WHR,1986-12-31,12M,USD,2.7,2.7
WHR,1987-12-31,12M,USD,2.53,2.53
WHR,1988-12-31,12M,USD,1.37,1.36
WHR,1989-12-31,12M,USD,2.7,2.7
WHR,1990-12-31,12M,USD,1.04,1.04
WHR,1991-12-31,12M,USD,2.43,2.41
WHR,1992-12-31,12M,USD,2.9,2.81
WHR,1993-12-31,12M,USD,0.76,0.71
WHR,1994-12-31,12M,USD,2.1,2.09
WHR,1995-12-31,12M,USD,2.8,2.76
WHR,1996-12-31,12M,USD,2.08,2.08
WHR,1997-12-31,12M,USD,-0.2,-0.2
WHR,1998-12-31,12M,USD,4.29,4.25
WHR,1999-12-31,12M,USD,4.61,4.56
WHR,2000-12-31,12M,USD,5.24,5.2
WHR,2001-12-31,12M,USD,0.31,0.31
WHR,2002-12-31,12M,USD,-5.79,-5.79
WHR,2003-12-31,12M,USD,6.03,5.91
WHR,2004-12-31,12M,USD,6.02,5.9
WHR,2005-12-31,12M,USD,6.3,6.19
WHR,2006-12-31,12M,USD,5.76,5.67
WHR,2007-12-31,12M,USD,8.15,8.01
WHR,2008-12-31,12M,USD,5.57,5.5
WHR,2009-12-31,12M,USD,4.39,4.34
WHR,2010-12-31,12M,USD,8.12,7.97
WHR,2011-12-31,12M,USD,5.07,4.99
WHR,2012-12-31,12M,USD,5.14,5.06
WHR,2013-12-31,12M,USD,10.42,10.24
WHR,2014-12-31,12M,USD,8.3,8.17
WHR,2015-12-31,12M,USD,9.95,9.83
WHR,2016-12-31,12M,USD,11.67,11.5
WHR,2017-12-31,12M,USD,4.78,4.78
WHR,2018-12-31,12M,USD,-2.72,-2.72
WHR,2019-12-31,12M,USD,18.6,18.45
WHR,2020-12-31,12M,USD,17.24,17.07
WHR,2021-12-31,12M,USD,28.73,28.36
WHR,2022-12-31,12M,USD,-27.18,-27.18
WRK,1992-09-30,12M,USD,0.459091,0.459091
WRK,1993-09-30,12M,USD,0.345455,0.345455
WRK,1994-09-30,12M,USD,0.5,0.5
WRK,1995-09-30,12M,USD,0.55,0.55
WRK,1996-09-30,12M,USD,0.681818,0.681818
WRK,1997-09-30,12M,USD,0.235,0.235
WRK,1998-09-30,12M,USD,0.605,0.6
WRK,1999-09-30,12M,USD,0.57,0.565
WRK,2000-09-30,12M,USD,-0.23,-0.23
WRK,2001-09-30,12M,USD,0.46,0.455
WRK,2002-09-30,12M,USD,0.395,0.385
WRK,2003-09-30,12M,USD,0.43,0.425
WRK,2004-09-30,12M,USD,0.255,0.25
WRK,2005-09-30,12M,USD,0.25,0.245
WRK,2006-09-30,12M,USD,0.395,0.385
WRK,2007-09-30,12M,USD,1.06,1.035
WRK,2008-09-30,12M,USD,1.095,1.07
WRK,2009-09-30,12M,USD,2.871522,2.871522
WRK,2010-09-30,12M,USD,2.899517,2.85
WRK,2011-09-30,12M,USD,0.991231,0.991231
WRK,2012-09-30,12M,USD,1.752158,1.725
WRK,2013-09-30,12M,USD,5.05,4.975
WRK,2014-09-30,12M,USD,3.426429,3.29
WRK,2015-09-30,12M,USD,1.973152,1.973152
WRK,2016-09-30,12M,USD,-1.578884,-1.578884
WRK,2017-09-30,12M,USD,2.782711,2.77
WRK,2018-09-30,12M,USD,7.46,7.34
WRK,2019-09-30,12M,USD,3.34678,3.33
WRK,2020-09-30,12M,USD,-2.65361,-2.67
WRK,2021-09-30,12M,USD,3.162642,3.13
WRK,2022-09-30,12M,USD,3.712657,3.61
WSM,1986-01-31,12M,USD,0.03,0.03
WSM,1987-01-31,12M,USD,0.025,0.025
WSM,1988-01-31,12M,USD,0.045,0.045
WSM,1989-01-31,12M,USD,0.065,0.065
WSM,1990-01-31,12M,USD,0.105,0.105
WSM,1991-01-31,12M,USD,0.12,0.12
WSM,1992-01-31,12M,USD,0.015,0.015
WSM,1993-01-31,12M,USD,0.02,0.02
WSM,1994-01-31,12M,USD,0.115,0.11
WSM,1995-01-31,12M,USD,0.195,0.19
WSM,1996-01-31,12M,USD,0.025,0.025
WSM,1997-01-31,12M,USD,0.225,0.215
WSM,1998-01-31,12M,USD,0.405,0.375
WSM,1999-01-31,12M,USD,0.505,0.48
WSM,2000-01-31,12M,USD,0.61,0.58
WSM,2001-01-31,12M,USD,0.51,0.495
WSM,2002-01-31,12M,USD,0.67,0.65
WSM,2003-01-31,12M,USD,1.08,1.04
WSM,2004-01-31,12M,USD,1.36,1.32
WSM,2005-01-31,12M,USD,1.65,1.6
WSM,2006-01-31,12M,USD,1.86,1.81
WSM,2007-01-31,12M,USD,1.83,1.79
WSM,2008-01-31,12M,USD,1.79,1.76
WSM,2009-01-31,12M,USD,0.28,0.28
WSM,2010-01-31,12M,USD,0.73,0.72
WSM,2011-01-31,12M,USD,1.87,1.83
WSM,2012-01-31,12M,USD,2.27,2.22
WSM,2013-01-31,12M,USD,2.59,2.54
WSM,2014-01-31,12M,USD,2.89,2.82
WSM,2015-01-31,12M,USD,3.3,3.24
WSM,2016-01-31,12M,USD,3.42,3.37
WSM,2017-01-31,12M,USD,3.45,3.41
WSM,2018-01-31,12M,USD,3.03,3.02
WSM,2019-01-31,12M,USD,4.1,4.05
WSM,2020-01-31,12M,USD,4.56,4.49
WSM,2021-01-31,12M,USD,8.81,8.61
WSM,2022-01-31,12M,USD,15.17,14.75
XOM,1985-12-31,12M,USD,0.81,0.81
XOM,1986-12-31,12M,USD,0.93,0.93
XOM,1987-12-31,12M,USD,0.86,0.86
XOM,1988-12-31,12M,USD,0.99,0.99
XOM,1989-12-31,12M,USD,0.685,0.685
XOM,1990-12-31,12M,USD,0.99,0.99
XOM,1991-12-31,12M,USD,1.115,1.115
XOM,1992-12-31,12M,USD,0.945,0.945
XOM,1993-12-31,12M,USD,1.05,1.045
XOM,1994-12-31,12M,USD,1.0175,1.0175
XOM,1995-12-31,12M,USD,1.295,1.295
XOM,1996-12-31,12M,USD,1.505,1.505
XOM,1997-12-31,12M,USD,1.705,1.685
XOM,1998-12-31,12M,USD,1.305,1.29
XOM,1999-12-31,12M,USD,1.14,1.125
XOM,2000-12-31,12M,USD,2.55,2.52
XOM,2001-12-31,12M,USD,2.23,2.21
XOM,2002-12-31,12M,USD,1.69,1.68
XOM,2003-12-31,12M,USD,3.24,3.23
XOM,2004-12-31,12M,USD,3.91,3.89
XOM,2005-12-31,12M,USD,5.76,5.71
XOM,2006-12-31,12M,USD,6.68,6.62
XOM,2007-12-31,12M,USD,7.36,7.28
XOM,2008-12-31,12M,USD,8.78,8.69
XOM,2009-12-31,12M,USD,3.99,3.98
XOM,2010-12-31,12M,USD,6.24,6.22
XOM,2011-12-31,12M,USD,8.43,8.42
XOM,2012-12-31,12M,USD,9.7,9.7
XOM,2013-12-31,12M,USD,7.37,7.37
XOM,2014-12-31,12M,USD,7.6,7.6
XOM,2015-12-31,12M,USD,3.85,3.85
XOM,2016-12-31,12M,USD,1.88,1.88
XOM,2017-12-31,12M,USD,4.63,4.63
XOM,2018-12-31,12M,USD,4.88,4.88
XOM,2019-12-31,12M,USD,3.36,3.36
XOM,2020-12-31,12M,USD,-5.25,-5.25
XOM,2021-12-31,12M,USD,5.39,5.39
XOM,2022-12-31,12M,USD,13.26,13.26
